8	1.953651	0.640201
53	4.183923	0.537992
28	2.352062	0.385279
16	1.436801	0.308228
17	1.869585	0.309652
23	1.872417	0.346925
40	3.820166	0.462665
45	4.66638	0.498668
32	2.642808	0.401018
31	2.619348	0.410474
28	2.338857	0.384606
17	1.38732	0.312187
14	1.349086	0.294121
15	1.478565	0.306777
15	1.437945	0.302429
20	1.62061	0.334004
33	2.073247	0.414663
30	2.387259	0.415453
29	2.452513	0.388871
18	1.676041	0.316848
16	1.279041	0.297902
23	2.26241	0.334055
48	5.122943	0.494092
33	2.054256	0.403347
37	3.064545	0.429879
45	4.37585	0.493003
15	1.476976	0.305047
36	2.857995	0.431211
43	4.576855	0.472218
40	3.329032	0.45443
54	4.540923	0.552556
47	4.561129	0.490865
52	4.766505	0.502697
57	5.597986	0.564538
27	2.643155	0.379068
79	5.655766	0.607729
16	1.621667	0.363853
54	4.546167	0.529515
46	4.234306	0.481829
18	1.61002	0.301555
6	0.77261	0.222185
20	1.64264	0.3055
32	2.733733	0.372652
16	1.69445	0.279
8	0.861712	0.235447
30	2.648369	0.369408
26	2.13406	0.357044
14	1.7551	0.281967
34	3.853734	0.398029
51	5.317171	0.517759
29	2.127409	0.382782
36	3.100156	0.417394
21	1.917519	0.324261
32	3.838968	0.405963
77	5.567265	0.634413
34	2.564088	0.428421
33	2.856427	0.416505
27	2.92577	0.418425
40	4.201278	0.445907
38	2.847583	0.441101
26	2.298879	0.372646
35	3.002839	0.433077
31	3.694127	0.405723
18	2.403236	0.32109
27	2.904728	0.380929
21	2.692618	0.339035
33	3.396712	0.406304
48	3.826247	0.494831
15	1.537862	0.289887
18	1.13852	0.302961
41	3.022207	0.46399
20	1.801155	0.337259
28	2.115742	0.384948
39	4.827942	0.454746
35	3.423774	0.436539
60	5.627024	0.599065
38	3.05067	0.468736
27	1.65987	0.37127
33	2.652931	0.416553
8	1.016597	0.257467
77	5.347327	0.62542
30	2.328197	0.408822
53	5.228097	0.562078
36	2.814935	0.438622
29	2.803411	0.378853
48	4.245861	0.499968
52	4.918316	0.533509
25	2.341682	0.367393
31	2.572571	0.39486
28	2.165676	0.379738
29	2.450341	0.372766
18	1.603987	0.303045
25	1.746842	0.359574
21	1.981982	0.339686
7	0.891356	0.253727
18	1.366417	0.299263
27	1.841738	0.360221
35	3.291033	0.428629
20	1.720775	0.315455
31	2.4483	0.389308
33	2.712272	0.420295
6	0.696035	0.241574
12	1.407613	0.278532
35	2.71572	0.440379
32	2.667463	0.409161
50	4.94838	0.516341
35	3.468858	0.406273
28	1.990512	0.359228
15	1.752783	0.296501
26	2.58925	0.380921
37	3.112102	0.44013
13	1.110727	0.308624
11	0.940283	0.292198
31	1.721357	0.385251
14	0.904906	0.298335
8	0.72575	0.250505
13	0.986452	0.29269
24	1.794364	0.382895
27	2.547358	0.416802
8	0.769279	0.242325
41	3.184745	0.438842
42	4.404596	0.460159
52	4.150936	0.533028
52	4.336749	0.555079
33	3.150016	0.41448
30	3.031241	0.382115
37	2.520346	0.427224
15	1.082411	0.290414
6	0.719968	0.248096
51	4.771036	0.539796
45	4.014269	0.481696
56	5.371621	0.53794
61	5.025827	0.583455
19	2.013043	0.313462
29	1.21616	0.386167
30	2.313881	0.377901
38	3.372631	0.430332
29	2.345865	0.378414
27	2.578494	0.365756
40	3.679421	0.450007
23	1.43904	0.355138
26	2.317605	0.380406
